UPRN,latitude,longitude,property_name,property_no
10023117298,50.7163113,-3.5305336,1 THE COOLINGS,
10023120037,50.7275999,-3.5222463,24 WHEATON HOUSE,
100040238666,50.7165633,-3.5460426,,54
100040216685,50.7069998,-3.5036922,,75
100040218956,50.715823,-3.5340058,,72
100040207992,50.7260835,-3.5504083,,30
100040219438,50.7383923,-3.49978,,5
100040221447,50.7440632,-3.5195498,,23
100040210908,50.7133465,-3.543118,,3
100040234098,50.7051157,-3.4977545,,25
100040230907,50.7133279,-3.5404402,,21
100040208469,50.7264144,-3.5198146,,7
10013046056,50.7321147,-3.521317,,91
100040219793,50.7320831,-3.5112974,,13
10013038643,50.7240338,-3.5036568,,1
10013036370,50.7300696,-3.5325725,,31
100040234506,50.7297195,-3.511859,,58
10013042870,50.7235542,-3.5232782,,16
100041132189,50.7206136,-3.5059557,THE MALTINGS,
10013041681,50.7152299,-3.5001169,2A,
10013039469,50.7207265,-3.5338543,,12
100040239583,50.7090558,-3.5404559,,64
10013039812,50.713447,-3.5231629,,6
10013040178,50.7146759,-3.4991359,,105
10013042452,50.7199753,-3.5430666,2 EMMANUEL MEWS,
10013050193,50.7273146,-3.5341687,75 MARCUS HOUSE,
10013042426,50.7302141,-3.5488585,19 EXWICK VILLAS,
10091471347,50.721829,-3.5259141,PEMBROKE HOUSE,
10091469204,50.7220051,-3.5111597,,163
10023124857,50.7221675,-3.5185863,,3
10023122974,50.7235275,-3.5330831,,29
10023121649,50.7195003,-3.4953374,OLD ST. LOYES,
10023120022,50.7275999,-3.5222463,9 WHEATON HOUSE,
100040206628,50.7428489,-3.498009,,92
100040234923,50.7161613,-3.4990275,,23
100040220956,50.704675,-3.5343925,,17
100040214136,50.7184646,-3.5280289,,9
100040227448,50.7287703,-3.5122393,,15
100040230080,50.7154618,-3.5450148,3C,
100040211776,50.7350916,-3.5116352,,61
100040221023,50.718442,-3.4951054,,6
100040225506,50.7233429,-3.5028413,,12
100040203012,50.7337302,-3.4979589,,32
100040212084,50.7125363,-3.5567036,,3
100040224353,50.7380272,-3.5085693,,152
10023122452,50.7060367,-3.5100297,,2
10023122670,50.7273383,-3.5209814,THE PRINTWORKS,
100040230791,50.7226927,-3.5565018,,53
100040219504,50.73945,-3.5021523,,43
100040229265,50.7231124,-3.5116179,DREYS COURT,
100040206269,50.7156047,-3.5389708,,48
100040241916,50.729129,-3.5053645,,52
100040208680,50.7425875,-3.5196013,,21
100040224352,50.7379265,-3.5094022,,151
100040208885,50.738676,-3.5428309,CHISELDON HOUSE,
10013048585,50.7342189,-3.5165103,,56
10023120050,50.7276835,-3.5221024,10 GILBERT HOUSE,
10023121140,50.7330588,-3.5247904,,82
10023124528,50.7334059,-3.5207176,,47
10023123843,50.7381351,-3.5306532,THE INNOVATION CENTRE,
10023122705,50.7273383,-3.5209814,THE PRINTWORKS,
10023123231,50.7232212,-3.5260443,,24
100040211747,50.7355207,-3.5132221,,23
100040200083,50.7229496,-3.5547677,,48
100040212201,50.7034166,-3.5005044,,3
100040212225,50.7024796,-3.4999364,,27
100040228717,50.7318547,-3.5004355,,292
100040233606,50.7283529,-3.5215068,,101
100040209692,50.7104545,-3.5475696,,97
100040219574,50.7407704,-3.5043772,,103
100040226616,50.7308839,-3.5478603,,53
10023119473,50.7362677,-3.5432815,BIRKS HALL,
100040204610,50.7367598,-3.5085144,,5
100040208866,50.738676,-3.5428309,CHISELDON HOUSE,
100040220410,50.7222681,-3.5478597,,34
100040209251,50.7120744,-3.5270278,,25
100040200302,50.7416079,-3.5188609,,33
100040235044,50.7296149,-3.5240416,,20
100040225923,50.723416,-3.4971623,,27
100040233137,50.7121074,-3.5065328,,17
100040207351,50.707835,-3.5044838,,188
100040203215,50.7175399,-3.4897077,,27
100040219032,50.7195768,-3.5534377,,78
100040233046,50.7249463,-3.5033318,,16
10023122710,50.7273383,-3.5209814,THE PRINTWORKS,
100040219187,50.7215904,-3.5467465,,59
100040205787,50.7187025,-3.5021261,,78
100040208298,50.7176141,-3.5414024,,13
100040215303,50.7286903,-3.5190806,4A,
100040221869,50.7215385,-3.4948923,,24
100040236729,50.7254983,-3.4904703,,6
100040234497,50.7298083,-3.5112525,,49
10013041096,50.7174368,-3.5165209,LAHILL,
10013048662,50.7311396,-3.5257348,,19
100041131257,50.7182424,-3.5271433,14 DARWIN COURT,
10013038968,50.7306181,-3.5112219,,54
100041124074,50.721556,-3.5227175,DENMARK COURT,40
100040239077,50.7190397,-3.5308101,7A,
10023121520,50.7244235,-3.5228247,EATON HOUSE,
100040212217,50.702772,-3.4995775,,19
100040241348,50.7070498,-3.5438884,,10
100041124426,50.7239494,-3.5129625,,20
10013040163,50.7138978,-3.5320024,,6
100040241637,50.7149093,-3.4907575,,15
10013047053,50.7272979,-3.5251566,ST. SIDWELLS,
100041124126,50.7203744,-3.5339561,,33
10013050096,50.7276025,-3.5122712,39D,
100040241226,50.7178137,-3.5013044,,19
100040239564,50.7093579,-3.5400551,,46
10023118648,50.7142338,-3.5418596,,15
10013047754,50.7223485,-3.5356641,4 ST. OLAVES MEWS,
100040213817,50.7111681,-3.5371399,,2
100040237093,50.7049111,-3.4947739,,42
100040237177,50.7123973,-3.516769,,148
100040204606,50.7363409,-3.5089119,,1
100040223244,50.7372109,-3.5132624,,56
100040223209,50.7357328,-3.5107347,,10
100040232388,50.7287122,-3.5508918,,64
100040230477,50.7203522,-3.5329071,,25
100040232407,50.7169842,-3.5427842,,5
100040230685,50.7210046,-3.5495464,,3
100040208959,50.7095725,-3.545586,,29
100040218088,50.7182501,-3.4897303,,9
100040230797,50.7227791,-3.5567597,,61
100040233088,50.7033486,-3.5015927,,24
100040200526,50.711326,-3.5374425,,85
100040223476,50.7310806,-3.5178543,,10
100040223193,50.7178011,-3.5456159,,44
100040211578,50.7125826,-3.5355856,,21
100040218504,50.7291715,-3.531112,,31
100040211783,50.7422442,-3.515579,,1
100040228353,50.7166821,-3.4969901,,27
100040201084,50.74395,-3.5302618,,46
100040209789,50.7151153,-3.5406121,,26
100040202495,50.7322464,-3.5035372,,58
100040209654,50.7123597,-3.546995,,59
100040212974,50.7339818,-3.5556573,,182
100040217375,50.7208212,-3.5545414,,19
100040225667,50.7085992,-3.5430187,,65
100040219542,50.7404093,-3.5037845,,81
100040226571,50.7295594,-3.5480434,,8
100040227320,50.7298988,-3.5049499,,19
100040236648,50.7336429,-3.4900345,,6
100040226709,50.72827,-3.5271577,,14
100040210215,50.7369057,-3.5166821,,9
100040207337,50.7081544,-3.5041258,,174
100040217197,50.7327874,-3.5582252,,10
100040224654,50.7315076,-3.5043354,,247
100040222222,50.7244459,-3.5355201,ST. ANNES WELL BREWERY,
100040208189,50.7270433,-3.5177946,,43
100041044096,50.7202121,-3.5360334,,1
100040216131,50.7135824,-3.5551376,,11
100040234946,50.7247015,-3.5173647,5B,
100040234951,50.7247878,-3.5169567,7A,
10013038379,50.7235845,-3.5305757,,12
100040225659,50.7090506,-3.5435717,,49
10013044010,50.7040983,-3.4985435,,341
100040238710,50.7180728,-3.546829,,97
100040212674,50.7292304,-3.5504697,,12
100040208391,50.7203179,-3.4890733,,16
100040228671,50.7313874,-3.5004064,,203
100040223982,50.7004195,-3.541334,,1
100040215914,50.7273803,-3.4993999,80B,
100040207860,50.7138824,-3.5461102,,9
100040234103,50.705155,-3.4967927,,30
100040206462,50.7145121,-3.5324757,,22
100040204418,50.7083692,-3.5048975,,35
100040234116,50.7056208,-3.496935,,43
100040215750,50.7105649,-3.555491,LATHAM,
100040231953,50.7369848,-3.5154376,,11
100040232102,50.723449,-3.5022779,,14
10013040845,50.7150381,-3.5294048,COMPASS QUAY,
10013046110,50.7198064,-3.5408793,VICTORIA COURT,
10013036301,50.7153922,-3.5477725,,9
100040206310,50.7178995,-3.5244831,,26
100041143772,50.7304522,-3.5138086,20 WATERMORE COURT,
100040227282,50.7293705,-3.552784,,17
100040239878,50.7436974,-3.5460008,,6
10013050269,50.7208937,-3.5180786,2 ZENITH,
10013044525,50.7323601,-3.5079621,,30
10013041815,50.7247147,-3.5390001,25C,
100040239471,50.7288956,-3.5233381,,12
100041143087,50.7342189,-3.5165103,,56
10013041740,50.7140594,-3.5436088,2A,
10013037320,50.7141113,-3.5149828,,71
100041132984,50.7161343,-3.5301629,4 MARITIME COURT,
10013042012,50.7322859,-3.4917863,352A,
10013047591,50.7161993,-3.5037448,SHELDON HOUSE,
10013042220,50.7188207,-3.5324179,LEATSIDE,
10013050156,50.7273146,-3.5341687,38 MARCUS HOUSE,
10023116926,50.7288985,-3.5086319,HIGHER CROFT,
10023117220,50.7271159,-3.5267338,ISCA LOFTS 58-64,
100041131757,50.7173974,-3.5243676,17A,
100040223590,50.7434332,-3.5230304,,28
100040216039,50.7283086,-3.5013424,,81
100040228280,50.7104161,-3.5368745,,1
100040235106,50.7220522,-3.4969063,,11
100040204927,50.7118252,-3.5513542,,101
100040216162,50.7254327,-3.5032765,,7
100040234970,50.7000191,-3.530771,,18
100040220462,50.7394205,-3.4967516,,6
100040207144,50.7437123,-3.5428405,,22
100040218458,50.7322246,-3.5518723,,22
100040205458,50.7174925,-3.5424325,,68
100040220966,50.7051734,-3.5341113,,31
100040230364,50.714677,-3.537708,,22
100040211773,50.7352836,-3.5113863,,55
100040206781,50.7015616,-3.535891,,13
100040209130,50.7020986,-3.5401712,,86
100040205591,50.7112388,-3.5048478,,70
100040212454,50.7269539,-3.5492043,,143
100040231425,50.7167301,-3.493946,,67
100040219013,50.7196642,-3.5522789,,56
100040209856,50.7151297,-3.5449614,,113
100040228622,50.730774,-3.504737,,149
100040209975,50.7109986,-3.5095142,,7
100040214076,50.7118806,-3.5485373,,2
100040228327,50.7174071,-3.4965599,,1
100040228434,50.7116951,-3.538092,5 PINCES COTTAGES,
100040220480,50.7406753,-3.4984923,,21
100040205115,50.7305386,-3.4894542,,10
100040218964,50.7203592,-3.5500635,4A,
100040236483,50.7287268,-3.5416538,,10
100040202736,50.738616,-3.4984691,,128
100040215501,50.7245979,-3.5485032,,10
100040228668,50.7310329,-3.5055814,,200
100040203982,50.7290807,-3.492341,,7
100040223499,50.7307682,-3.5169798,,33
100040209582,50.7109869,-3.5535219,,121
100040225809,50.7180697,-3.553827,,138
100040201437,50.7234515,-3.5228782,,66
10013042633,50.7212568,-3.5331916,4 CENTURION HOUSE,
100040211187,50.7174082,-3.5214781,,10
100040220366,50.7258805,-3.5075981,,127
100040211301,50.7210625,-3.4976398,,13
100040206648,50.743108,-3.4988393,,112
100040207196,50.7121436,-3.500939,,36
100040214554,50.7138245,-3.5211212,,3
100040211698,50.7292294,-3.5410468,,18
100040220440,50.7309283,-3.4976427,,5
100040202224,50.7205096,-3.5366665,,106
100040225519,50.7230062,-3.5031422,,25
100040203062,50.7164657,-3.556083,,36
100040216628,50.7087507,-3.5018221,,9
100040219409,50.7332742,-3.5419023,,6
100040233259,50.7106261,-3.5077176,,17
100040229630,50.7136438,-3.5451108,,47
100040204398,50.7086294,-3.5056423,,16
100040215946,50.7271993,-3.4987848,102A,
100040217923,50.7187178,-3.5009366,,11
100040210873,50.7127084,-3.5066513,,20
100040242000,50.7373891,-3.5092291,5A,
10013049525,50.7064751,-3.5566727,,
100041044462,50.7005004,-3.5208032,,
10023116804,50.7182563,-3.5559698,7 BARLEY MEWS,
100040211291,50.72505,-3.5154633,,52
100040220561,50.7416445,-3.500054,,108
100040233097,50.7153055,-3.5377853,,7
100040223128,50.7294449,-3.5115384,,57
100040220984,50.7157709,-3.5153055,,5
100040224021,50.726809,-3.5479243,,20
100040228867,50.7294047,-3.4937258,,11
100040219294,50.7331413,-3.4947941,,16
100040219347,50.7174202,-3.5018301,,21
100040215310,50.7285991,-3.5189959,6A,
10013050689,50.728902,-3.5124845,,32
100040206282,50.7152434,-3.5384065,,61
100040208595,50.7229945,-3.518613,,32
100040206609,50.7422917,-3.4965738,,72
100040209014,50.7095335,-3.5444516,,121
100040218041,50.7189036,-3.5274765,,22
100040204880,50.7105518,-3.5497258,,55
100040205047,50.7210678,-3.4951323,,4
100040211790,50.74227,-3.5163594,,8
100040223945,50.7181764,-3.549864,,114
100040220971,50.7301076,-3.557527,,1
100040203156,50.7358862,-3.499544,,20
100040233453,50.7203177,-3.5072779,,12
100040210638,50.7231409,-3.537631,,9
100040242024,50.7368891,-3.5075549,,11
100040203502,50.7286116,-3.5299177,,27
100040208684,50.7426124,-3.5190776,,25
100040213433,50.7154916,-3.5332159,,58
10013050810,50.7240602,-3.5273643,TRINITY APARTMENTS,3
10013042927,50.7264127,-3.5240794,SIDWELL HOUSE,
100040204359,50.7185767,-3.5582921,,6
10013045175,50.7282318,-3.557238,BELL HOUSE,
10013039256,50.7419126,-3.5175668,,6
10013036473,50.7160832,-3.5408705,,9
100040241881,50.7294711,-3.5067357,,9
100040241717,50.734229,-3.4934258,,49
10023116989,50.7173071,-3.5201241,,3
100040213530,50.7212416,-3.4987685,,167
100040232389,50.7287387,-3.5509211,,66
10023118736,50.7147827,-3.5410565,15 BROWNING COURT,
10023123323,50.7079003,-3.5328401,,8
10013039082,50.7006474,-3.5322359,,42
100040220350,50.7263715,-3.5078831,,107
100040214769,50.7259605,-3.558282,3 GUILDFORD MEWS,
10023119487,50.7362677,-3.5432815,BIRKS HALL,
10023119073,50.7368747,-3.5427382,BIRKS HALL,
10023122797,50.7273383,-3.5209814,THE PRINTWORKS,
10023119181,50.7364171,-3.5428062,BIRKS HALL,
10023120567,50.7146468,-3.5428099,,26
100040209572,50.7116998,-3.5540129,,106
100040209591,50.7115777,-3.5544055,,139
100040216995,50.7229859,-3.5144333,,134
100040209785,50.7150101,-3.5404104,,22
100040233342,50.7076501,-3.5427043,,11
100040214753,50.7256488,-3.5587251,,145
100040233121,50.7117511,-3.5069605,,1
100040217355,50.7313202,-3.5291132,,15
100040215046,50.7179926,-3.5548869,3A,
100040201079,50.7436363,-3.5315555,,41
100040203348,50.7229972,-3.4898383,,39
100040219993,50.7110832,-3.5154659,,14
100040215109,50.7234507,-3.5125781,FARADAY HOUSE,
100040231496,50.7155952,-3.4954822,,125
100040232344,50.7271136,-3.5500456,,7
100040234629,50.7361486,-3.5257701,UNIVERSITY OF EXETER,
100041143723,50.7303675,-3.5111288,,49
100040234910,50.7162191,-3.499426,,10
100040216180,50.7256489,-3.5046436,,25
100040211599,50.7123836,-3.5178167,,2
100040211608,50.7118791,-3.5171913,,11
100040204919,50.7116679,-3.551009,,93
100040237156,50.7130828,-3.5179951,,124
100040202922,50.7271278,-3.517514,,60
100040211796,50.7422195,-3.516783,,14
100040218921,50.7147699,-3.5340706,,34
100040205092,50.7412707,-3.490631,,50
100040223705,50.7178849,-3.5269759,,26
10023120633,50.7165668,-3.5308316,,
10023122702,50.7273383,-3.5209814,THE PRINTWORKS,
10023119385,50.7359516,-3.5421646,BIRKS HALL,
10091469318,50.7329763,-3.543824,UNIT 2,
10023119391,50.7359516,-3.5421646,BIRKS HALL,
10023117897,50.7226247,-3.5090508,ROWANCROFT,
10023119421,50.7353572,-3.5417023,BIRKS HALL,
100040223929,50.7163482,-3.5493787,,97
10023118513,50.7285159,-3.5247225,1A,
10023122014,50.7285405,-3.5235805,,5
100040218489,50.7292201,-3.5362997,,14
100040218958,50.7158769,-3.5340076,,74
100040207344,50.7077051,-3.5040972,,181
10013049296,50.7276435,-3.524176,EVELEIGHS COURT,
100041142554,50.7241559,-3.5390952,,22
100040200199,50.7189852,-3.5417732,,30
10013038514,50.7232799,-3.5386839,,21
10013046649,50.7276515,-3.5317993,19 AUGUSTUS HOUSE,
10013037929,50.7224077,-3.5475101,,26
100040214768,50.7259685,-3.5583531,2 GUILDFORD MEWS,
100040207975,50.7282969,-3.5421923,,23
10013038358,50.7058084,-3.5307391,EXETER BUSINESS CENTRE,39
100041142197,50.7235298,-3.5354193,BELL COURT,
10013047884,50.7267431,-3.5365871,,2
100041143136,50.7303871,-3.525512,,22
100040236259,50.7369253,-3.5193188,,47
100040223090,50.7294302,-3.5098943,,28
100040208596,50.7230943,-3.5185454,,33
100040240423,50.7327914,-3.491212,78A,
100040221485,50.7172645,-3.4978586,,4
100040228769,50.7320749,-3.4944909,,348
100040226065,50.7227788,-3.5061243,,4
10013050133,50.7273146,-3.5341687,15 MARCUS HOUSE,
100040203224,50.7177382,-3.4889632,,45
100040229785,50.7350951,-3.5057967,,66
100040214650,50.728798,-3.5538986,,39
100041131932,50.7189462,-3.5283421,ST. PETERS HOUSE,
10013039106,50.7010544,-3.53151,,64
100041133401,50.7165216,-3.5321729,,14
100040220271,50.7281564,-3.5089465,,28
10013043946,50.7378266,-3.5129421,,28
100041124319,50.7288055,-3.5192119,,1
100040202752,50.7383727,-3.4978094,,155
100040208075,50.7291424,-3.4903309,3A,
100040212796,50.7334551,-3.5506376,,4
10013042626,50.7122514,-3.5120758,4 ARTILLERY COURT,
10013037867,50.7318114,-3.5300645,,38
100040233649,50.7270009,-3.5238009,152C,
100040231592,50.7120386,-3.5194486,,22
100040219532,50.7401005,-3.5033211,,71
100040203530,50.7298547,-3.5173754,,32
100041046409,50.7200722,-3.5350513,,1
10013040590,50.7165964,-3.5428706,CAROUSEL COURT,
100040236769,50.7243321,-3.4902349,5B,
100040206008,50.7156935,-3.492029,,28
100040236811,50.7255008,-3.4923831,,4
100040241496,50.7170316,-3.4956838,,8
10013050114,50.7167851,-3.5401569,ASHGROVE APARTMENTS 27-28,
100040238314,50.720272,-3.5135807,,17
100040238318,50.7201997,-3.5136067,,19
100040224280,50.7363985,-3.5058527,,79
100041131236,50.7188772,-3.5294873,12 RIVERSIDE COURT,
100040241693,50.7335339,-3.4964363,,21
100040201331,50.7228607,-3.5526679,,21
100040215843,50.728363,-3.5006073,14A,
10013045176,50.7280951,-3.5573752,NORTHMORE HOUSE,
10013042112,50.7212052,-3.5313601,77-78,
100040240076,50.7244734,-3.5571701,,35
100040238122,50.7307407,-3.4912319,RENNES HOUSE,
10013037931,50.7231386,-3.5473217,,3
10013045113,50.7330726,-3.5154388,9 ST. JAMES COURT,
10013039519,50.7219617,-3.5322512,FIRST FLOOR,90
100040237899,50.7150565,-3.5389387,,27
10013045984,50.7297519,-3.5211271,,4
10013041881,50.7229186,-3.5340251,17D,
10013038700,50.7250085,-3.5337675,THE COACH HOUSE,20
100041143378,50.7296664,-3.5187154,,23
10013041667,50.7293164,-3.5200361,1A,
100040239039,50.7115359,-3.5262596,RIVER MEADOWS,
10013042274,50.7212568,-3.5331916,1 CENTURION HOUSE,
100041044996,50.7173565,-3.5302311,,6
100040241504,50.7168646,-3.495381,,16
10013037281,50.7133448,-3.51306,,36
100041124439,50.7249432,-3.5119177,,7
10091471445,50.7222493,-3.5385554,PAPERMAKER HOUSE,
10023120538,50.7267185,-3.5410252,,71
100040231456,50.7165425,-3.4945491,83B,
100040219113,50.7284078,-3.5152174,,3
10091471399,50.7134185,-3.5468747,,31
100040217765,50.7413762,-3.5283353,,20
10013045143,50.7205069,-3.5259136,63-64,
10013050417,50.7128335,-3.510882,,6
100041142287,50.7241461,-3.5364312,BRIDGE COURT,
10013050597,50.7244064,-3.5314731,,91
100040210816,50.7148622,-3.5014367,,19
100041141852,50.7313715,-3.5558259,,24
100040240441,50.7164509,-3.4911748,,2
100040203855,50.725392,-3.5401558,,40
100040239973,50.717938,-3.5215378,,25
10013050937,50.7005936,-3.5267407,1 NORMAN COURT,
100040208892,50.738574,-3.5417079,,1
100040236831,50.7255539,-3.4917472,,24
100040238108,50.7307407,-3.4912319,RENNES HOUSE,
100041142408,50.7244016,-3.5352894,THE COURTYARD,
100040238021,50.7286841,-3.491705,,91
100040240833,50.7140998,-3.5337371,,40
100040241238,50.7174987,-3.5006285,37A,
100040241427,50.7434655,-3.5417835,,26
100041141820,50.7326581,-3.5524109,37 KINNERTON COURT,
100041131724,50.7185392,-3.5339954,44A SERGE COURT,
10013038686,50.7383699,-3.4973275,,15
100040202060,50.7174612,-3.5242989,,21
100040223210,50.735519,-3.5112663,,11
100041046012,50.7281516,-3.5217695,116-117,
100040211404,50.7246556,-3.521686,JOHN HANNAM HOUSE,
100040240823,50.7138406,-3.5336153,,24
10013050184,50.7273146,-3.5341687,66 MARCUS HOUSE,
100040205043,50.7016652,-3.5341667,,16
100040229920,50.7323236,-3.5142527,,7
100040238505,50.7190115,-3.5226634,,3
100040230119,50.7159635,-3.5444788,,16
100040223009,50.7194468,-3.5449475,,12
100040227731,50.7104431,-3.5504587,,50
100040227804,50.7278669,-3.5194649,2 LETHBRIDGE COTTAGES,
100040202383,50.7135311,-3.5454754,,66
100040228404,50.7271947,-3.5581246,,34
100040230909,50.7132461,-3.5405083,,23
10013042537,50.726411,-3.5344934,26 JUBILEE COURT,
100040230458,50.7436384,-3.5148728,,16
100040232859,50.7158145,-3.498719,,125
100040228854,50.7321647,-3.4923966,5 HIGH BANK,
100040230696,50.7217959,-3.5536103,,14
100040211896,50.7285268,-3.5350018,,7
100040213941,50.7417508,-3.4931691,,53
100041143767,50.7304522,-3.5138086,15 WATERMORE COURT,
10013041334,50.7267117,-3.5341915,ROUGEMONT TELEPHONE EXCHANGE,
100041133393,50.71646,-3.5327517,,6
100040222957,50.703193,-3.5356186,,18
100040227756,50.7112665,-3.5514349,,78
100040216974,50.7237798,-3.5183976,,70
100040225474,50.7286805,-3.5383508,4 ATTWILLS ALMSHOUSES,
100040215047,50.7179926,-3.5548869,,3
